female,age,edu,income,region,mps,people,officials,leg2019_voted,leg2019,pres2019_1_voted,pres2019_1,pres2019_2_voted,pres2019_2
female,53,7,8,Mahdia,strongly agree,neither agree nor disagree,strongly agree,1,98,1,1,98,NA
female,43,7,8,Le Kef,strongly agree,strongly agree,strongly agree,1,98,1,98,1,98
female,38,8,2,Bizerte,strongly agree,strongly agree,strongly agree,1,3,1,1,2,NA
female,43,7,6,Kasserine,strongly agree,strongly agree,strongly agree,1,98,1,7,1,1
female,50,4,3,Tunis,NA,strongly disagree,neither agree nor disagree,2,NA,2,NA,2,NA
female,50,4,3,Kairouan,strongly agree,strongly agree,strongly agree,2,NA,1,1,1,1
female,35,2,2,Sfax,strongly disagree,strongly agree,strongly agree,98,NA,2,NA,2,NA
female,45,7,3,Beja,strongly disagree,agree,strongly agree,2,NA,1,7,1,1
female,42,7,8,Sfax,disagree,strongly disagree,strongly disagree,1,98,1,98,1,1
female,40,7,5,Medenine,strongly agree,neither agree nor disagree,strongly agree,1,2,1,2,1,2
female,55,5,4,Sousse,strongly disagree,neither agree nor disagree,strongly agree,1,96,1,10,1,1
female,48,8,7,Nabeul,strongly disagree,disagree,agree,2,NA,1,1,1,1
female,34,7,2,Jendouba,NA,strongly agree,strongly agree,2,NA,2,NA,1,1
female,38,3,5,Mahdia,agree,agree,strongly agree,1,1,1,1,1,1
female,28,3,2,Mahdia,neither agree nor disagree,strongly disagree,strongly agree,1,1,1,1,1,1
female,60,2,3,Medenine,agree,strongly agree,agree,2,NA,1,1,1,1
female,39,7,4,Monastir,strongly agree,disagree,strongly agree,2,NA,1,99,1,99
female,22,3,3,Kairouan,strongly agree,strongly agree,strongly agree,2,NA,2,NA,2,NA
female,24,7,6,Sfax,disagree,agree,agree,1,97,1,1,1,1
female,33,5,4,Sfax,strongly disagree,strongly agree,strongly agree,1,99,1,99,1,99
female,42,7,8,Kebili,strongly agree,disagree,strongly agree,2,NA,2,NA,2,NA
