name,constituency,session
Orhan Yıldız,Artvin,22
Orhan Ziya Diren,Tokat,22
Osman Akman,Antalya,22
Osman Aslan,Diyarbakır,22
Osman Coşkunoğlu,Uşak,22
Osman Kaptan,Antalya,22
Osman Kılıç,Sivas,22
Osman Nuri Filiz,Denizli,22
Osman Özcan,Antalya,22
Osman Pepe,Kocaeli,22
Osman Seyfi,Nevşehir,22
Oya Araslı,Ankara,22
Özkan Öksüz,Konya,22
Özlem Çerçioğlu,Aydın,22
Polat Türkmen,Zonguldak,22
Ramazan Can,Kırıkkale,22
Ramazan Kerim Özkan,Burdur,22
Ramazan Toprak,Aksaray,22
Rasim Çakır,Edirne,22
Recep Akdağ,Erzurum,22
Recep Garip,Adana,22
Recep Koral,İstanbul,22
Recep Özel,Isparta,22
Recep Tayyip Erdoğan,Siirt,22
Recep Yıldırım,Sakarya,22
Reha Denemeç,Ankara,22
Remzi Çetin,Konya,22
Remziye Öztoprak,Ankara,22
Resul Tosun,Tokat,22
Reyhan Tugay,Afyonkarahisar,22
Rıtvan Köybaşı,Nevşehir,22
Ruhi Açıkgöz,Aksaray,22
Sabahattin Cevheri,Şanlıurfa,22
Sabahattin Yıldız,Muş,22
Şaban Dişli,Sakarya,22
Sabri Varan,Gümüşhane,22
Sadık Yakut,Kayseri,22
Sadullah Ergin,Hatay,22
Saffet Benli,Mersin,22
Sait Açba,Afyonkarahisar,22
Salih Gün,Kocaeli,22
Salih Kapusuz,Ankara,22
Sami Güçlü,Konya,22
Sedat Kızılcıklı,Bursa,22
Sedat Pekel,Balıkesir,22
Sedat Uzunbay,İzmir,22
Şefik Zengin,Mersin,22
Selahattin Cebeli,Mardin,22
Selami Uzun,Sivas,22
Selami Yiğit,Kars,22
Semiha Öyüş,Aydın,22
Şemsettin Murat,Elazığ,22
Seracettin Karayağız,Muş,22
Şerif Birinç,Bursa,22
Serpil Yıldız,İzmir,22
Şevket Arz,Trabzon,22
Şevket Gürsoy,Adıyaman,22
Şevket Orhan,Bursa,22
Sıdıka Sarıbekir,İstanbul,22
Sinan Özkan,Kastamonu,22
Soner Aksoy,Kütahya,22
Suat Kılıç,Samsun,22
Şükrü Ayalan,Tokat,22
Şükrü Önder,Yalova,22
Şükrü Ünal,Osmaniye,22
Süleyman Bölünmez,Mardin,22
Süleyman Gündüz,Sakarya,22
Süleyman Sarıbaş,Malatya,22
Süleyman Turgut,Manisa,22
Tacidar Seyhan,Adana,22
Talip Kaban,Erzincan,22
Taner Yıldız,Kayseri,22
Tayyar Altıkulaç,İstanbul,22
Telat Karapınar,Ankara,22
Temel Yılmaz,Gümüşhane,22
Tevfik Akbak,Çankırı,22
Tevfik Ensari,İzmir,22
Tevfik Ziyaeddin Akbulut,Tekirdağ,22
Tevhit Karakaya,Erzincan,22
Tuncay Ercenk,Antalya,22
Turan Tüysüz,Şanlıurfa,22
Turhan Çömez,Balıkesir,22
Türkan Miçooğulları,İzmir,22
Ufuk Özkan,Manisa,22
Uğur Aksöz,Adana,22
Ülkü Gökalp Güney,Bayburt,22
Ümmet Kandoğan,Denizli,22
Ünal Kacır,İstanbul,22
Vahdet Sinan Yerlikaya,Tunceli,22
Vahit Çekmez,Mersin,22
Vahit Erdem,Kırıkkale,22
Vahit Kiler,Bitlis,22
Vahit Kirişçi,Adana,22
Vecdi Gönül,Kocaeli,22
Veli Haşim Oral,Denizli,22
Veli Kaya,Kilis,22
Vezir Akdemir,İzmir,22
Yahya Akman,Şanlıurfa,22
Yahya Baş,İstanbul,22
Yakup Kepenek,Ankara,22
Yaşar Nuri Öztürk,İstanbul,22
Yaşar Tüzün,Bilecik,22
Yaşar Yakış,Düzce,22
Yavuz Altınorak,Kırklareli,22
Yekta Haydaroğlu,Van,22
Yılmaz Ateş,Ankara,22
Yılmaz Kaya,İzmir,22
Yücel Artantaş,Iğdır,22
Yüksel Çavuşoğlu,Karaman,22
Yüksel Çorbacıoğlu,Artvin,22
Yüksel Coşkunyürek,Bolu,22
Yusuf Selahattin Beyribey,Kars,22
Zafer Hıdıroğlu,Bursa,22
Zekeriya Akçam,İzmir,22
Zekeriya Akıncı,Ankara,22
Zeki Ergezen,Bitlis,22
Zeki Karabayır,Kars,22
Zeyid Aslan,Tokat,22
Zeynep Damla Gürel,İstanbul,22
Zeynep Karahan Uslu,İstanbul,22
Ziyaettin Yağcı,Adana,22
Züheyir Amber,Hatay,22
Zülfü Demirbağ,Elazığ,22
Zülfükar İzol,Şanlıurfa,22
Abdulaziz Yazar,Hatay,23
Abdülhadi Kahya,Hatay,23
Abdülkadir Akcan,Afyonkarahisar,23
Abdulkadir Akgül,Yozgat,23
Abdülkadir Aksu,İstanbul (III),23
Abdulkadir Emin Önen,Şanlıurfa,23
Abdülkerim Aydemir,Ağrı,23
Abdullah Çalışkan,Kırşehir,23
Abdullah Çetinkaya,Konya,23
Abdullah Gül,Kayseri,23
Abdullah Özer,Bursa,23
Abdullah Veli Seyda,Şırnak,23
Abdulmuttalip Özbek,Hakkâri,23
Abdurrahman Arıcı,Antalya,23
Abdurrahman Dodurgalı,Sinop,23
Abdurrahman Kurt,Diyarbakır,23
Abdurrahman Müfit Yetkin,Şanlıurfa,23
Abdurrezzak Erten,İzmir (I),23
Afif Demirkıran,Siirt,23
Agah Kafkas,Çorum,23
Ahmet Aydın,Adıyaman,23
Ahmet Aydoğmuş,Çorum,23
Ahmet Bukan,Çankırı,23
Ahmet Büyükakkaşlar,Konya,23
Ahmet Deniz Bölükbaşı,Ankara (II),23
Ahmet Duran Bulut,Balıkesir,23
Ahmet Edip Uğur,Balıkesir,23
Ahmet Erdal Feralan,Nevşehir,23
Ahmet Ersin,İzmir (I),23
Ahmet Ertürk,Aydın,23
Ahmet Gökhan Sarıçam,Kırklareli,23
Ahmet Haluk Koç,Samsun,23
Ahmet İnal,Batman,23
Ahmet İyimaya,Ankara (II),23
Ahmet Kenan Tanrıkulu,İzmir (II),23
Ahmet Koca,Afyonkarahisar,23
Ahmet Küçük,Çanakkale,23
Ahmet Mesut Yılmaz,Rize,23
Ahmet Öksüzkaya,Kayseri,23
Ahmet Orhan,Manisa,23
Ahmet Tan,İstanbul (I),23
Ahmet Türk,Mardin,23
Ahmet Yeni,Samsun,23
Akif Akkuş,Mersin,23
Akif Ekici,Gaziantep,23
Akif Gülle,Amasya,23
Akın Birdal,Diyarbakır,23
Alaattin Büyükkaya,İstanbul (II),23
Alev Dedegil,İstanbul (III),23
Algan Hacaloğlu,İstanbul (I),23
Ali Arslan,Muğla,23
Ali Babacan,Ankara (I),23
Ali Er,Mersin,23
Ali Güner,Iğdır,23
Ali İhsan Köktürk,Zonguldak,23
Ali İhsan Merdanoğlu,Diyarbakır,23
Ali Koçal,Zonguldak,23
Ali Koyuncu,Bursa,23
Ali Küçükaydın,Adana,23
Ali Kul,Bursa,23
Ali Oksal,Mersin,23
Ali Osman Sali,Balıkesir,23
Ali Öztürk,Konya,23
Ali Rıza Alaboyun,Aksaray,23
Ali Rıza Ertemür,Denizli,23
Ali Rıza Öztürk,Mersin,23
Ali Temür,Giresun,23
Ali Topuz,İstanbul (I),23
Ali Uzunırmak,Aydın,23
Alim Işık,Kütahya,23
Asım Aykan,Trabzon,23
Aşkın Asan,Ankara (II),23
Atila Emek,Antalya,23
Atila Kaya,İstanbul (III),23
Atilla Kart,Konya,23
Atilla Koç,Aydın,23
Avni Doğan,Kahramanmaraş,23
Avni Erdemir,Amasya,23
Ayhan Sefer Üstün,Sakarya,23
Ayhan Yılmaz,Ordu,23
Ayla Akat Ata,Batman,23
Ayşe Akbaş,Balıkesir,23
Ayşe Jale Ağırbaş,İstanbul (I),23
Ayşe Nur Bahçekapılı,İstanbul (II),23
Ayşe Türkmenoğlu,Konya,23
Aysel Tuğluk,Diyarbakır,23
Bayram Ali Bayramoğlu,Rize,23
Bayram Özçelik,Burdur,23
Bayramali Meral,İstanbul (I),23
Behiç Çelik,Mersin,23
Bekir Aksoy,Ankara (I),23
Bekir Bozdağ,Yozgat,23
Bengi Yıldız,Batman,23
Beşir Atalay,Ankara (II),23
Beytullah Asil,Eskişehir,23
Bihlun Tamaylıgil,İstanbul (II),23
Bilgin Paçarız,Edirne,23
Binali Yıldırım,Erzincan,23
Birgen Keleş,İstanbul (III),23
Birnur Şahinoğlu,Samsun,23
Bülent Arınç,Manisa,23
Bülent Baratalı,İzmir (I),23
Bülent Gedikli,Ankara (I),23
Burhan Kayatürk,Ankara (I),23
Burhan Kuzu,İstanbul (II),23
Cafer Tatlıbal,Kahramanmaraş,23
Çağla Aktemur Özyavuz,Şanlıurfa,23
Cahit Bağcı,Çorum,23
Canan Aritman,İzmir (II),23
Canan Candemir Çelik,Bursa,23
Canan Kalsın,İstanbul (II),23
Celal Erbay,Düzce,23
Cemal Kaya,Ağrı,23
Cemal Taşar,Bitlis,23
Cemal Yılmaz Demir,Samsun,23
Cemaleddin Uslu,Edirne,23
Cemil Çiçek,Ankara (I),23
Çetin Soysal,İstanbul (II),23
Cevdet Erdöl,Trabzon,23
Cevdet Selvi,Kocaeli,23
Cevdet Yılmaz,Bingöl,23
Cumali Durmuş,Kocaeli,23
Cumhur Ünal,Karabük,23
Cüneyt Yüksel,Mardin,23
Dengir Mir Mehmet Fırat,Adana,23
Deniz Baykal,Antalya,23
Derviş Günday,Çorum,23
Devlet Bahçeli,Osmaniye,23
Dilek Yüksel,Tokat,23
Durdu Mehmet Kastal,Osmaniye,23
Durdu Özbolat,Kahramanmaraş,23
Durmuşali Torlak,İstanbul (I),23
Edibe Sözen,İstanbul (I),23
Egemen Bağış,İstanbul (II),23
Emin Haluk Ayhan,Denizli,23
Emin Nedim Öztürk,Eskişehir,23
Emine Ayna,Mardin,23
Emrehan Halıcı,Ankara (I),23
Engin Altay,Sinop,23
Enis Tütüncü,Tekirdağ,23
Ensar Öğüt,Ardahan,23
Enver Yılmaz,Ordu,23
Erdal Kalkan,İzmir (II),23
Ergün Aydoğan,Balıkesir,23
Erkan Akçay,Manisa,23
Erol Aslan Cebeci,Sakarya,23
Erol Tınastepe,Erzincan,23
Ertekin Çolak,Artvin,23
Ertuğrul Günay,İstanbul (I),23
Ertuğrul Kumcuoğlu,Aydın,23
Esfender Korkmaz,İstanbul (III),23
Eşref Erdem,Ankara (I),23
Eşref Karaibrahim,Giresun,23
Eyüp Ayar,Kocaeli,23
Eyüp Fatsa,Ordu,23
Eyyüp Cenap Gülpınar,Şanlıurfa,23
Fahrettin Poyraz,Bilecik,23
Faik Öztrak,Tekirdağ,23
Faruk Bal,Konya,23
Faruk Çelik,Bursa,23
Faruk Koca,Ankara (I),23
Faruk Nafiz Özak,Trabzon,23
Faruk Septioğlu,Elazığ,23
Fatih Arıkan,Kahramanmaraş,23
Fatih Metin,Bolu,23
Fatih Öztürk,Samsun,23
Fatma Kurtulan,Van,23
Fatma Nur Serter,İstanbul (I),23
Fatma Şahin,Gaziantep,23
Fatma Salman Kotan,Ağrı,23
Fatoş Gürkan,Adana,23
Fazilet Dağcı Çığlık,Erzurum,23
Fazlı Erdoğan,Zonguldak,23
Fehmi Hüsrev Kutlu,Adıyaman,23
Fehmi Murat Sönmez,Eskişehir,23
Ferit Mevlüt Aslanoğlu,Malatya,23
Fetani Battal,Bayburt,23
Fevzi Şanverdi,Hatay,23
Fevzi Topuz,Muğla,23
Feyzi İşbaşaran,Elazığ,23
Feyzullah Kıyıklık,İstanbul (III),23
Fikri Işık,Kocaeli,23
Fuat Bol,İstanbul (III),23
Fuat Çay,Hatay,23
Fuat Ölmeztoprak,Malatya,23
Gökhan Durgun,Hatay,23
Gönül Bekin Şahkulubey,Mardin,23
Güldal Akşit,İstanbul (III),23
Güldal Mumcu,İzmir (I),23
Gülşen Orhan,Van,23
Gültan Kışanak,Diyarbakır,23
Gündüz Suphi Aktan,İstanbul (I),23
Gürcan Dağdaş,Kars,23
Gürol Ergin,Muğla,23
Hacı Hasan Sönmez,Giresun,23
Hakan Coşkun,Osmaniye,23
Hakkı Köylü,Kastamonu,23
Hakkı Suha Okay,Ankara (I),23
Halide İncekara,İstanbul (III),23
Halil Aydoğan,Afyonkarahisar,23
Halil Ünlütepe,Afyonkarahisar,23
Haluk İpek,Ankara (II),23
Haluk Özdalga,Ankara (I),23
Hamit Geylani,Hakkâri,23
Hamza Hamit Homriş,Bursa,23
Hamza Yanılmaz,Elazığ,23
Hamza Yerlikaya,Sivas,23
Harun Öztürk,İzmir (I),23
Harun Tüfekci,Konya,23
Hasan Ali Çelik,Sakarya,23
Hasan Altan,Kastamonu,23
Hasan Angı,Konya,23
Hasan Çalış,Karaman,23
Hasan Erçelebi,Denizli,23
Hasan Fehmi Kinay,Kütahya,23
Hasan Kara,Kilis,23
Hasan Kemal Yardımcı,İstanbul (I),23
Hasan Macit,İstanbul (III),23
Hasan Murat Mercan,Eskişehir,23
Hasan Özdemir,Gaziantep,23
Hasip Kaplan,Şırnak,23
Hayati Yazıcı,İstanbul (II),23
Haydar Kemal Kurt,Isparta,23
Hayrettin Çakmak,Bursa,23
Hikmet Erenkaya,Kocaeli,23
Hulusi Güvel,Adana,23
Hüseyin Besli,İstanbul (I),23
Hüseyin Çelik,Van,23
Hüseyin Devecioğlu,Kilis,23
Hüseyin Gülsün,Tokat,23
Hüseyin Mert,İstanbul (III),23
Hüseyin Pazarcı,Balıkesir,23
Hüseyin Tanrıverdi,Manisa,23
Hüseyin Tayfun İçli,Eskişehir,23
Hüseyin Tuğcu,Kütahya,23
Hüseyin Ünsal,Amasya,23
Hüseyin Yıldız,Antalya,23
Hüsnü Çöllü,Antalya,23
Hüsnü Ordu,Kütahya,23
Hüsnü Tuna,Konya,23
İbrahim Binici,Şanlıurfa,23
İbrahim Halil Mazıcıoğlu,Gaziantep,23
İbrahim Hasgür,İzmir (I),23
İbrahim Kavaz,Erzurum,23
İbrahim Mete Doğruer,Osmaniye,23
İbrahim Yiğit,İstanbul (III),23
İdris Güllüce,İstanbul (I),23
İdris Naim Şahin,İstanbul (III),23
İhsan Koca,Malatya,23
İkram Dinçer,Van,23
İlhan Evcin,Yalova,23
İlhan Kesici,İstanbul (I),23
İlknur İnceöz,Aksaray,23
İrfan Gündüz,İstanbul (I),23
İsa Gök,Mersin,23
İsmail Bilen,Manisa,23
İsmail Göksel,Niğde,23
İsmail Hakkı Biçer,Kütahya,23
İsmail Katmerci,İzmir (II),23
İsmail Özgün,Balıkesir,23
İsmet Büyükataman,Bursa,23
İzzettin Yılmaz,Hatay,23
Kadir Tıngıroğlu,Sinop,23
Kadir Ural,Mersin,23
Kamer Genç,Tunceli,23
Kamil Erdal Sipahi,İzmir (II),23
Kayhan Türkmenoğlu,Van,23
Kazım Ataoğlu,Bingöl,23
Kemal Demirel,Bursa,23
Kemal Kılıçdaroğlu,İstanbul (II),23
Kemal Unakıtan,Eskişehir,23
Kemalettin Aydın,Gümüşhane,23
Kemalettin Göktaş,Trabzon,23
Kemalettin Nalcı,Tekirdağ,23
Kerem Altun,Van,23
Kerim Özkul,Konya,23
Kıvılcım Kemal Anadol,İzmir (II),23
Köksal Toptan,Zonguldak,23
Kürşad Tüzmen,Mersin,23
Kürşat Atılgan,Adana,23
Kutbettin Arzu,Diyarbakır,23
Lokman Ayva,İstanbul (III),23
Lütfi Çırakoğlu,Rize,23
Lütfi Elvan,Karaman,23
Mahmut Dede,Nevşehir,23
Mahmut Durdu,Gaziantep,23
Mahmut Esat Güven,Kars,23
Mahmut Mücahit Fındıklı,Malatya,23
Malik Ecder Özdemir,Sivas,23
Medeni Yılmaz,Muş,23
Mehmet Akif Hamzaçebi,Trabzon,23
Mehmet Akif Paksoy,Kahramanmaraş,23
Mehmet Ali Özpolat,İstanbul (III),23
Mehmet Ali Şahin,Antalya,23
Mehmet Ali Susam,İzmir (II),23
Mehmet Alp,Burdur,23
Mehmet Altan Karapaşaoğlu,Bursa,23
Mehmet Aydın,İzmir (I),23
Mehmet Beyazıt Denizolgun,İstanbul (I),23
Mehmet Cemal Öztaylan,Balıkesir,23
Mehmet Çerçi,Manisa,23
Mehmet Ceylan,Karabük,23
Mehmet Çiçek,Yozgat,23
Mehmet Cihat Özönder,İstanbul (III),23
Mehmet Daniş,Çanakkale,23
Mehmet Domaç,İstanbul (III),23
Mehmet Ekici,Yozgat,23
Mehmet Emin Ekmen,Batman,23
Mehmet Emin Tutan,Bursa,23
Mehmet Erdem,Aydın,23
Mehmet Erdoğan,Gaziantep,23
Mehmet Erdoğan,Adıyaman,23
Mehmet Fatih Atay,Aydın,23
Mehmet Günal,Antalya,23
Mehmet Halit Demir,Mardin,23
Mehmet Hanifi Alır,Ağrı,23
Mehmet Hilmi Güler,Ordu,23
Mehmet İhsan Arslan,Diyarbakır,23
Mehmet Mehdi Eker,Diyarbakır,23
Mehmet Müezzinoğlu,İstanbul (III),23
Mehmet Mustafa Açıkalın,Sivas,23
Mehmet Necati Çetinkaya,Elazığ,23
Mehmet Nezir Karabaş,Bitlis,23
Mehmet Nil Hıdır,Muğla,23
Mehmet Nuri Yaman,Muş,23
Mehmet Ocaktan,Bursa,23
Mehmet Sağlam,Kahramanmaraş,23
Mehmet Şahin,Malatya,23
Mehmet Sait Dilek,Isparta,23
Mehmet Salih Erdoğan,Denizli,23
Mehmet Şandır,Mersin,23
Mehmet Sarı,Gaziantep,23
Mehmet Sayım Tekelioğlu,İzmir (I),23
Mehmet Sekmen,İstanbul (I),23
Mehmet Serdaroğlu,Kastamonu,23
Mehmet Sevigen,İstanbul (II),23
Mehmet Şevki Kulkuloğlu,Kayseri,23
Mehmet Şimşek,Gaziantep,23
Mehmet Tunçak,Bursa,23
Mehmet Ufuk Uras,İstanbul (I),23
Mehmet Yaşar Öztürk,Yozgat,23
Mehmet Yüksel,Denizli,23
Mehmet Zafer Çağlayan,Ankara (II),23
Mehmet Zafer Üskül,Mersin,23
Mehmet Zekai Özcan,Ankara (I),23
Memet Yılmaz Helvacıoğlu,Siirt,23
Meral Akşener,İstanbul (III),23
Mesude Nursuna Memecan,İstanbul (I),23
Metin Arifağaoğlu,Artvin,23
Metin Çobanoğlu,Kırşehir,23
Metin Ergun,Muğla,23
Metin Kaşıkoğlu,Düzce,23
Metin Yılmaz,Bolu,23
Mevlüt Akgün,Karaman,23
Mevlüt Çavuşoğlu,Antalya,23
Mevlüt Coşkuner,Isparta,23
Mikail Arslan,Kırşehir,23
Mithat Ekici,Denizli,23
Mithat Melen,İstanbul (II),23
Mücahit Pehlivan,Ankara (II),23
Muhammet Rıza Yalçınkaya,Bartın,23
Muharrem Candan,Konya,23
Muharrem İnce,Yalova,23
Muharrem Selamoğlu,Niğde,23
Muharrem Varlı,Adana,23
Muhsin Yazıcıoğlu,Sivas,23
Muhyettin Aksak,Erzurum,23
Müjdat Kuşku,Çanakkale,23
Mümin İnan,Niğde,23
Münir Kutluata,Sakarya,23
Murat Başesgioğlu,İstanbul (II),23
Murat Özkan,Giresun,23
Murat Yıldırım,Çorum,23
Musa Sıvacıoğlu,Kastamonu,23
Mustafa Ataş,İstanbul (I),23
Mustafa Çetin,Uşak,23
Mustafa Cihan Paçacı,Ankara (II),23
Mustafa Cumur,Trabzon,23
Mustafa Demir,Samsun,23
Mustafa Elitaş,Kayseri,23
Mustafa Enöz,Manisa,23
Mustafa Erdoğan Yetenç,Manisa,23
Mustafa Hamarat,Ordu,23
Mustafa Kabakcı,Konya,23
Mustafa Kalaycı,Konya,23
Mustafa Kemal Cengiz,Çanakkale,23
Mustafa Kuş,Şanlıurfa,23
Mustafa Özbayrak,Kırıkkale,23
Mustafa Öztürk,Hatay,23
Mustafa Özyürek,İstanbul (II),23
Mustafa Said Yazıcıoğlu,Ankara (II),23
Mustafa Şükrü Elekdağ,İstanbul (III),23
Mustafa Ünal,Karabük,23
Mustafa Vural,Adana,23
Muzaffer Baştopçu,Kocaeli,23
Muzaffer Gülyurt,Erzurum,23
Nazım Ekren,İstanbul (III),23
Necat Birinci,İstanbul (II),23
Necati Özensoy,Bursa,23
Necdet Budak,Edirne,23
Necdet Ünüvar,Adana,23
Necip Taylan,Tekirdağ,23
Necla Arat,İstanbul (II),23
Nesrin Baytok,Ankara (I),23
Nevin Gaye Erbatur,Adana,23
Nevzat Pakdil,Kahramanmaraş,23
Nihat Ergün,Kocaeli,23
Nimet Baş,İstanbul (II),23
Nükhet Hotar,İzmir (I),23
Nurettin Akman,Çankırı,23
Nurettin Canikli,Giresun,23
Nuri Uslu,Uşak,23
Nusret Bayraktar,İstanbul (I),23
Oğuz Oyan,İzmir (II),23
Oktay Vural,İzmir (I),23
Ömer Çelik,Adana,23
Ömer Dinçer,İstanbul (II),23
Ömer Faruk Öz,Malatya,23
Ömer İnan,Mersin,23
Önder Sav,Ankara (I),23
Onur Öymen,Bursa,23
Orhan Erdem,Konya,23
Orhan Karasayar,Hatay,23
Orhan Ziya Diren,Tokat,23
Osman Aslan,Diyarbakır,23
Osman Çakır,Samsun,23
Osman Coşkun,Yozgat,23
Osman Coşkunoğlu,Uşak,23
Osman Demir,Tokat,23
Osman Durmuş,Kırıkkale,23
Osman Ertuğrul,Aksaray,23
Osman Gazi Yağmurdereli,İstanbul (II),23
Osman Kaptan,Antalya,23
Osman Kılıç,Sivas,23
Osman Özçelik,Siirt,23
Osman Pepe,Kocaeli,23
Özdal Üçer,Van,23
Özkan Öksüz,Konya,23
Özlem Çerçioğlu,Aydın,23
Özlem Müftüoğlu,Gaziantep,23
Özlem Piltanoğlu Türköne,İstanbul (I),23
Öznur Çalık,Malatya,23
Pervin Buldan,Iğdır,23
Polat Türkmen,Zonguldak,23
Rahmi Güner,Ordu,23
Ramazan Başak,Şanlıurfa,23
Ramazan Kerim Özkan,Burdur,23
Rasim Çakır,Edirne,23
Recai Berber,Manisa,23
Recai Birgün,İzmir (II),23
Recai Yıldırım,Adana,23
Recep Akdağ,Erzurum,23
Recep Koral,İstanbul (II),23
Recep Taner,Aydın,23
Recep Tayyip Erdoğan,İstanbul (I),23
Recep Yıldırım,Sakarya,23
Reha Çamuroğlu,İstanbul (III),23
Reha Denemeç,Ankara (II),23
Reşat Doğru,Tokat,23
Rıdvan Yalçın,Ordu,23
Rıtvan Köybaşı,Nevşehir,23
Ruhi Açıkgöz,Aksaray,23
Rüstem Zeydan,Hakkâri,23
Saadettin Aydın,Erzurum,23
Sabahattin Çakmakoğlu,Kayseri,23
Sabahattin Cevheri,Şanlıurfa,23
Şaban Dişli,Sakarya,23
Sacid Yıldız,İstanbul (III),23
Sadık Badak,Antalya,23
Sadık Yakut,Kayseri,23
Sadullah Ergin,Hatay,23
Saffet Kaya,Ardahan,23
Safiye Seymenoğlu,Trabzon,23
Şahin Mengü,Manisa,23
Sait Açba,Afyonkarahisar,23
Salih Kapusuz,Ankara (II),23
Sami Güçlü,Konya,23
Sebahat Tuncel,İstanbul (III),23
Sebahattin Karakelle,Erzincan,23
Sedat Kızılcıklı,Bursa,23
Selahattin Demirtaş,Diyarbakır,23
Selami Uzun,Sivas,23
Selçuk Ayhan,İzmir (II),23
Selma Aliye Kavaf,Denizli,23
Şenol Bal,İzmir (I),23
Seracettin Karayağız,Muş,23
Şerafettin Halis,Tunceli,23
Sevahir Bayındır,Şırnak,23
Şevket Gürsoy,Adıyaman,23
Şevket Köse,Adıyaman,23
Seyit Eyyüpoğlu,Şanlıurfa,23
Sibel Gönül,Kocaeli,23
Şinasi Öktem,İstanbul (I),23
Sırrı Sakık,Muş,23
Soner Aksoy,Kütahya,23
Suat Binici,Samsun,23
Suat Kılıç,Samsun,23
Suat Kınıklıoğlu,Çankırı,23
Şükrü Ayalan,Tokat,23
Süleyman Çelebi,Mardin,23
Süleyman Latif Yunusoğlu,Trabzon,23
Süleyman Nevzat Korkmaz,Isparta,23
Süleyman Turan Çirkin,Hatay,23
Süleyman Yağız,İstanbul (II),23
Süreyya Sadi Bilgiç,Isparta,23
Tacidar Seyhan,Adana,23
Taha Aksoy,İzmir (II),23
Tahir Öztürk,Elazığ,23
Taner Yıldız,Kayseri,23
Tansel Barış,Kırklareli,23
Tayfur Süner,Antalya,23
Tekin Bingöl,Ankara (II),23
Tevfik Ziyaeddin Akbulut,Tekirdağ,23
Tuğrul Yemişci,İzmir (I),23
Tunca Toskay,Antalya,23
Turan Kıratlı,Kırıkkale,23
Turgut Dibek,Kırklareli,23
Ülkü Gökalp Güney,Bayburt,23
Ümit Şafak,İstanbul (II),23
Ünal Kacır,İstanbul (III),23
Vahap Seçer,Mersin,23
Vahit Erdem,Kırıkkale,23
Vahit Kiler,Bitlis,23
Vahit Kirişçi,Adana,23
Vecdi Gönül,İzmir (II),23
Veysel Eroğlu,Afyonkarahisar,23
Veysi Kaynak,Kahramanmaraş,23
Yahya Akman,Şanlıurfa,23
Yahya Doğan,Gümüşhane,23
Yaşar Ağyüz,Gaziantep,23
Yaşar Eryılmaz,Ağrı,23
Yaşar Karayel,Kayseri,23
Yaşar Tüzün,Bilecik,23
Yaşar Yakış,Düzce,23
Yıldırım Tuğrul Türkeş,Ankara (I),23
Yılmaz Ateş,Ankara (II),23
Yılmaz Tankut,Adana,23
Yılmaz Tunç,Bartın,23
Yüksel Coşkunyürek,Bolu,23
Yüksel Özden,Muğla,23
Yusuf Coşkun,Bingöl,23
Yusuf Ziya İrbeç,Antalya,23
Zekeriya Akıncı,Ankara (II),23
Zekeriya Aslan,Afyonkarahisar,23
Zeki Ergezen,Bitlis,23
Zeki Ertugay,Erzurum,23
Zeki Karabayır,Kars,23
Zeyid Aslan,Tokat,23
Zeynep Dağı,Ankara (I),23
Zülfükar İzol,Şanlıurfa,23
Abdülkadir Aksu,İstanbul (III),24
Abdulkadir Emin Önen,Urfa,24
Abdulkerim Gök,Urfa,24
Abdullah Çalışkan,Kırşehir,24
Abdullah Levent Tüzel,İstanbul (III),24
Abdullah Nejat Koçer,Gaziantep,24
Abdurrahim Akdağ,Mardin,24
Adem Tatlı,Giresun,24
Adem Yeşildal,Hatay,24
Adil Zozani,Hakkâri,24
Adnan Keskin,Denizli,24
Adnan Şefik Çirkin,Hatay,24
Adnan Yılmaz,Erzurum,24
Afif Demirkıran,Siirt,24
Ahmet Arslan,Kars,24
Ahmet Aydın,Adıyaman,24
Ahmet Baha Öğütken,İstanbul (II),24
Ahmet Berat Çonkar,İstanbul (I),24
Ahmet Davutoğlu,Konya,24
Ahmet Duran Bulut,Balıkesir,24
Ahmet Edip Uğur,Balıkesir,24
Ahmet Erdal Feralan,Nevşehir,24
Ahmet Haldun Ertürk,İstanbul (II),24
Ahmet Haluk Koç,Samsun,24
Ahmet İhsan Kalkavan,Samsun,24
Ahmet İyimaya,Ankara (II),24
Ahmet Kenan Tanrıkulu,İzmir (II),24
Ahmet Kutalmış Türkeş,İstanbul (II),24
Ahmet Öksüzkaya,Kayseri,24
Ahmet Salih Dal,Kilis,24
Ahmet Tevfik Uzun,Mersin,24
Ahmet Toptaş,Afyonkarahisar,24
Ahmet Türk,Mardin,24
Ahmet Yeni,Samsun,24
Akif Çağatay Kılıç,Samsun,24
Alaattin Yüksel,İzmir (II),24
Alev Dedegil,İstanbul (I),24
Ali Aşlık,İzmir (I),24
Ali Aydınlıoğlu,Balıkesir,24
Ali Babacan,Ankara (I),24
Ali Boğa,Muğla,24
Ali Demirçalı,Adana,24
Ali Ercoşkun,Bolu,24
Ali Gültekin Kılınç,Aydın,24
Ali Halaman,Adana,24
Ali Haydar Öner,Isparta,24
Ali İhsan Köktürk,Zonguldak,24
Ali İhsan Yavuz,Sakarya,24
Ali Küçükaydın,Adana,24
Ali Öz,Mersin,24
Ali Özgündüz,İstanbul (III),24
Ali Rıza Alaboyun,Aksaray,24
Ali Rıza Öztürk,Mersin,24
Ali Şahin,Gaziantep,24
Ali Sarıbaş,Çanakkale,24
