name,constituency,session
İsmail Köse,Erzurum,21
İsmail Özgün,Balıkesir,21
İsmail Sühan Özkan,İstanbul,21
İsmet Attila,Afyonkarahisar,21
İsmet Vursavuş,Adana,21
Kadir Bozkurt,Sinop,21
Kadir Görmez,Kütahya,21
Kamer Genç,Tunceli,21
Kamran İnan,Van,21
Kemal Albayrak,Kırıkkale,21
Kemal Çelik,Antalya,21
Kemal Kabataş,Samsun,21
Kemal Köse,Kocaeli,21
Kemal Vatan,İzmir,21
Kenan Sönmez,Bursa,21
Koray Aydın,Ankara,21
Kürşat Eser,Aksaray,21
Latif Öztek,Elazığ,21
Levent Mıstıkoğlu,Hatay,21
Lütfi Ceylan,Tokat,21
Lütfi Doğan,Gümüşhane,21
Lütfi Yalman,Konya,21
Lütfü Esengün,Erzurum,21
Lütfullah Kayalar,Yozgat,21
Mahfuz Güler,Bingöl,21
Mahmut Bozkurt,Adıyaman,21
Mahmut Erdir,Eskişehir,21
Mahmut Göksu,Adıyaman,21
Mahmut Nedim Bilgiç,Adıyaman,21
Maliki Ejder Arvas,Van,21
Masum Türker,İstanbul,21
Mecit Piruzbeyoğlu,Hakkâri,21
Mehmet Ağar,Elazığ,21
Mehmet Ali Bilici,Adana,21
Mehmet Ali İrtemçelik,İstanbul,21
Mehmet Ali Şahin,İstanbul,21
Mehmet Ali Yavuz,Konya,21
Mehmet Altan Karapaşaoğlu,Bursa,21
Mehmet Arslan,Ankara,21
Mehmet Ay,Gaziantep,21
Mehmet Batuk,Kocaeli,21
Mehmet Baysarı,Antalya,21
Mehmet Bedri İncetahtacı,Gaziantep,21
Mehmet Bekaroğlu,Rize,21
Mehmet Çakar,Samsun,21
Mehmet Cavit Kavak,İstanbul,21
Mehmet Cengiz Güleç,Sivas,21
Mehmet Ceylan,Sivas,21
Mehmet Çiçek,Yozgat,21
Mehmet Çümen,İzmir,21
Mehmet Dönen,Hatay,21
Mehmet Elkatmış,Nevşehir,21
Mehmet Ergün Dağcıoğlu,Tokat,21
Mehmet Fevzi Şıhanlıoğlu,Şanlıurfa,21
Mehmet Fuat Fırat,İstanbul,21
Mehmet Gölhan,Konya,21
Mehmet Gözlükaya,Denizli,21
Mehmet Gül,İstanbul,21
Mehmet Güneş,Şanlıurfa,21
Mehmet Halit Dağlı,Adana,21
Mehmet Hanifi Tiryaki,Gaziantep,21
Mehmet Kaya,Kahramanmaraş,21
Mehmet Keçeciler,Konya,21
Mehmet Kocabatmaz,Denizli,21
Mehmet Kundakcı,Osmaniye,21
Mehmet Mail Büyükerman,Eskişehir,21
Mehmet Metanet Çulhaoğlu,Adana,21
Mehmet Nacar,Kilis,21
Mehmet Necati Çetinkaya,Manisa,21
Mehmet Nuri Tarhan,Hatay,21
Mehmet Özcan,İzmir,21
Mehmet Özyol,Adıyaman,21
Mehmet Pak,İstanbul,21
Mehmet Recai Kutan,Malatya,21
Mehmet Sadri Yıldırım,Eskişehir,21
Mehmet Sağlam,Kahramanmaraş,21
Mehmet Sait Değer,Şırnak,21
Mehmet Salih Yıldırım,Şırnak,21
Mehmet Şandır,Hatay,21
Mehmet Serdaroğlu,Kastamonu,21
Mehmet Tahir Köse,İstanbul,21
Mehmet Telek,Afyonkarahisar,21
Mehmet Yalçınkaya,Şanlıurfa,21
Mehmet Yaşar Ünal,Uşak,21
Mehmet Zeki Çelik,Ankara,21
Mehmet Zeki Okudan,Antalya,21
Melda Bayer,Ankara,21
Melek Karaca,Çorum,21
Meral Akşener,Kocaeli,21
Mesut Türker,Yozgat,21
Metin Bostancıoğlu,Sinop,21
Metin Ergun,Muğla,21
Metin Kocabaş,Kahramanmaraş,21
Metin Musaoğlu,Mardin,21
Metin Şahin,Antalya,21
Mihrali Aksu,Erzincan,21
Miraç Akdoğan,Malatya,21
Mücahit Himoğlu,Erzurum,21
Muhammet Turhan İmamoğlu,Kocaeli,21
Muharrem Hadi Dilekci,Kastamonu,21
Müjdat Kayayerli,Afyonkarahisar,21
Mukadder Başeğmez,İstanbul,21
Mükerrem Levent,Niğde,21
Mükremin Taşkın,Nevşehir,21
Mümtaz Yavuz,Muş,21
Murat Akın,Aksaray,21
Murat Başesgioğlu,Kastamonu,21
Murat Sökmenoğlu,İstanbul,21
Musa Demirci,Sivas,21
Musa Konyar,Ağrı,21
Musa Öztürk,Adana,21
Musa Uzunkaya,Samsun,21
Mustafa Baş,İstanbul,21
Mustafa Bayram,Van,21
Mustafa Cihan Paçacı,Ankara,21
Mustafa Cihan Yazar,Manisa,21
Mustafa Düz,İstanbul,21
Mustafa Enöz,Manisa,21
Mustafa Eren,Karabük,21
Mustafa Geçer,Hatay,21
Mustafa Gül,Elazığ,21
Mustafa Güven Karahan,Balıkesir,21
Mustafa Haykır,Kırşehir,21
Mustafa İlimen,Edirne,21
Mustafa İstemihan Talay,Mersin,21
Mustafa Kamalak,Kahramanmaraş,21
Mustafa Karslıoğlu,Bolu,21
Mustafa Kemal Aykurt,Denizli,21
Mustafa Kemal Tuğmaner,Mardin,21
Mustafa Niyazi Yanmaz,Şanlıurfa,21
Mustafa Örs,Burdur,21
Mustafa Rüştü Taşar,Gaziantep,21
Mustafa Sait Gönen,Konya,21
Mustafa Verkaya,İstanbul,21
Mustafa Vural,Antalya,21
Mustafa Yaman,Giresun,21
Mustafa Yılmaz,Gaziantep,21
Mustafa Zorlu,Isparta,21
Muzaffer Çakmaklı,Şanlıurfa,21
Nail Çelebi,Trabzon,21
Namık Hakan Durhan,Malatya,21
Namık Kemal Atahan,Hatay,21
Nazif Okumuş,İstanbul,21
Nazif Topaloğlu,Muğla,21
Nazire Karakuş,İstanbul,21
Nazlı Ilıcak,İstanbul,21
Necati Albay,Eskişehir,21
Necati Yöndar,Bingöl,21
Necdet Saruhan,İstanbul,21
Necdet Tekin,Kırklareli,21
Necmettin Cevheri,Şanlıurfa,21
Necmi Hoşver,Bolu,21
Nejat Arseven,Ankara,21
Nesrin Nas,İstanbul,21
Nesrin Ünal,Antalya,21
Nevfel Şahin,Çanakkale,21
Nevzat Ercan,Sakarya,21
Nevzat Taner,Kahramanmaraş,21
Nevzat Yalçıntaş,İstanbul,21
Nezir Aydın,Sakarya,21
Nidai Seven,Ağrı,21
Nihan İlgün,Tekirdağ,21
Nihat Gökbulut,Kırıkkale,21
Nizamettin Sevgili,Siirt,21
Numan Gültekin,Balıkesir,21
Nural Karagöz,Kırklareli,21
Nurettin Aktaş,Gaziantep,21
Nurettin Atik,Diyarbakır,21
Nurettin Dilek,Diyarbakır,21
Nurhan Tekinel,Kastamonu,21
Oğuz Aygün,Ankara,21
Oğuz Tezmen,Bursa,21
Oğuzhan Asiltürk,Malatya,21
Oktay Vural,İzmir,21
Ömer Barutçu,Zonguldak,21
Ömer Ertaş,Mardin,21
Ömer İzgi,Konya,21
Ömer Üstünkol,Zonguldak,21
Ömer Vehbi Hatipoğlu,Diyarbakır,21
Orhan Bıçakçıoğlu,Trabzon,21
Orhan Ocak,Bursa,21
Orhan Şen,Bursa,21
Osman Aslan,Diyarbakır,21
Osman Durmuş,Kırıkkale,21
Osman Fevzi Zihnioğlu,Sakarya,21
Osman Gazi Aksoy,Isparta,21
Osman Kılıç,İstanbul,21
Osman Müderrisoğlu,Antalya,21
Osman Pepe,Kocaeli,21
Osman Yumakoğulları,İstanbul,21
Oya Akgönenç Muğisuddin,Ankara,21
Özkan Öksüz,Konya,21
Perihan Yılmaz,İstanbul,21
Rahmi Sezgin,İzmir,21
Ramazan Gül,Isparta,21
Ramazan Mirzaoğlu,Kırşehir,21
Ramazan Toprak,Aksaray,21
Rasim Zaimoğlu,Giresun,21
Recai Yıldırım,Adana,21
Recep Önal,Bursa,21
Remzi Çetin,Konya,21
Reşat Doğru,Tokat,21
Rıdvan Budak,İstanbul,21
Rifat Serdaroğlu,İzmir,21
Rıza Akçalı,Manisa,21
Rıza Ulucak,Ankara,21
Rüştü Kazım Yücelen,Mersin,21
Sabahattin Çakmakoğlu,Kayseri,21
Sabahattin Yıldız,Muş,21
Şaban Kardeş,Bayburt,21
Şaban Ramis Savaş,Sakarya,21
Sacit Günbey,Diyarbakır,21
Şadan Şimşek,Edirne,21
Şadan Tuzcu,İstanbul,21
Sadettin Tantan,İstanbul,21
Sadi Somuncuoğlu,Aksaray,21
Sadık Kırbaş,Çanakkale,21
Sadık Yakut,Kayseri,21
Saffet Arıkan Bedük,Ankara,21
Saffet Başaran,İzmir,21
Saffet Kaya,Ardahan,21
Sait Açba,Afyonkarahisar,21
Salih Çelen,Antalya,21
Salih Dayıoğlu,İzmir,21
Salih Erbeyin,Denizli,21
Salih Kapusuz,Kayseri,21
Salih Sümer,Diyarbakır,21
Salim Ensarioğlu,Diyarbakır,21
Şamil Ayrım,İstanbul,21
Sebahat Vardar,Bilecik,21
Sebahattin Karakelle,Erzincan,21
Sebğatullah Seydaoğlu,Diyarbakır,21
Sedat Bucak,Şanlıurfa,21
Sedat Çevik,Ankara,21
Sefer Ekşi,Kocaeli,21
Sefer Koçak,Ordu,21
Şefkat Çetin,Ankara,21
Sema Pişkinsüt,Aydın,21
Şenel Kapıcı,Samsun,21
Şeref Malkoç,Trabzon,21
Sevgi Esen,Kayseri,21
Şevket Bülend Yahnici,Ankara,21
Seydi Karakuş,Kütahya,21
Seyyit Haşim Haşimi,Diyarbakır,21
Sıtkı Turan,Çanakkale,21
Suat Pamukçu,Bayburt,21
Şuayip Üşenmez,Yozgat,21
Suha Tanık,İzmir,21
Şükrü Sina Gürel,İzmir,21
Şükrü Ünal,Osmaniye,21
Şükrü Yürür,Ordu,21
Süleyman Arif Emre,İstanbul,21
Süleyman Çelebi,Mardin,21
Süleyman Coşkuner,Burdur,21
Süleyman Metin Kalkan,Hatay,21
Süleyman Servet Sazak,Eskişehir,21
Süleyman Turan Çirkin,Hatay,21
Süleyman Yağız,İstanbul,21
Sulhiye Serbest,İstanbul,21
Sümer Oral,İzmir,21
Tahsin Boray Baycık,Zonguldak,21
Takiddin Yarayan,Siirt,21
Tamer Kanber,Balıkesir,21
Tansu Çiller,İstanbul,21
Tarık Cengiz,Samsun,21
Tayyibe Gülek,Adana,21
Temel Karamollaoğlu,Sivas,21
Teoman Özalp,Bursa,21
Teoman Rıza Güneri,Konya,21
Tevhit Karakaya,Erzincan,21
Tunay Dikmen,Muğla,21
Tunca Toskay,Antalya,21
Turhan Alçelik,Giresun,21
Turhan Güven,Mersin,21
Turhan Tayan,Bursa,21
Uluç Gürkan,Ankara,21
Vahit Kayrıcı,Çorum,21
Vecdi Gönül,Kocaeli,21
Vedat Çınaroğlu,Samsun,21
Veysel Atasoy,Zonguldak,21
Veysel Candan,Konya,21
Veysi Şahin,Mardin,21
Yahya Akman,Şanlıurfa,21
Yahya Çevik,Bitlis,21
Yakup Budak,Adana,21
Yalçın Kaya,Mersin,21
Yaşar Canbay,Malatya,21
Yaşar Eryılmaz,Ağrı,21
Yaşar Okuyan,Yalova,21
Yaşar Topçu,Sinop,21
Yasin Hatiboğlu,Çorum,21
Yekta Açıkgöz,Samsun,21
Yener Yıldırım,Ordu,21
Yıldırım Akbulut,Ankara,21
Yıldırım Ulupınar,İzmir,21
Yılmaz Karakoyunlu,İstanbul,21
Yücel Erdener,İstanbul,21
Yücel Seçkiner,Ankara,21
Yüksel Yalova,Aydın,21
Yusuf Kırkpınar,İzmir,21
Zafer Güler,İstanbul,21
Zeki Çakan,Bartın,21
Zeki Eker,Muş,21
Zeki Ergezen,Bitlis,21
Zeki Ertugay,Erzurum,21
Zeki Sezer,Ankara,21
Zeki Ünal,Karaman,21
Zülfükar İzol,Şanlıurfa,21
Abdulaziz Yazar,Hatay,22
Abdulbaki Türkoğlu,Elazığ,22
Abdülkadir Aksu,İstanbul,22
Abdülkadir Ateş,Gaziantep,22
Abdulkadir Kart,Rize,22
Abdullah Çalışkan,Adana,22
Abdullah Çetinkaya,Konya,22
Abdullah Erdem Cantimur,Kütahya,22
Abdullah Gül,Kayseri,22
Abdullah Torun,Adana,22
Abdullah Veli Seyda,Şırnak,22
Abdullatif Şener,Sivas,22
Abdulmecit Alp,Bursa,22
Abdurrahim Aksoy,Bitlis,22
Abdurrahman Anık,Bingöl,22
Abdurrahman Müfit Yetkin,Şanlıurfa,22
Abdurrezzak Erten,İzmir,22
Adem Baştürk,Kayseri,22
Adem Tatlı,Giresun,22
Afif Demirkıran,Batman,22
Agah Kafkas,Çorum,22
Ahmet Büyükakkaşlar,Konya,22
Ahmet Çağlayan,Uşak,22
Ahmet Edip Uğur,Balıkesir,22
Ahmet Ersin,İzmir,22
Ahmet Ertürk,Aydın,22
Ahmet Faruk Ünsal,Adıyaman,22
Ahmet Gökhan Sarıçam,Kırklareli,22
Ahmet Güryüz Ketenci,İstanbul,22
Ahmet Haluk Koç,Samsun,22
Ahmet İnal,Batman,22
Ahmet Işık,Konya,22
Ahmet İsmet Çanakcı,Ankara,22
Ahmet Kambur,Tekirdağ,22
Ahmet Koca,Afyonkarahisar,22
Ahmet Küçük,Çanakkale,22
Ahmet Mesut Yılmaz,Rize,22
Ahmet Münir Erkal,Malatya,22
Ahmet Rıza Acar,Aydın,22
Ahmet Sırrı Özbek,İstanbul,22
Ahmet Uzer,Gaziantep,22
Ahmet Yaşar,Aksaray,22
Ahmet Yeni,Samsun,22
Ahmet Yılmazkaya,Gaziantep,22
Akif Gülle,Amasya,22
Alaattin Büyükkaya,İstanbul,22
Alaettin Güven,Kütahya,22
Algan Hacaloğlu,İstanbul,22
Ali Arslan,Muğla,22
Ali Ayağ,Edirne,22
Ali Aydın Dumanoğlu,Trabzon,22
Ali Aydınlıoğlu,Balıkesir,22
Ali Babacan,Ankara,22
Ali Coşkun,İstanbul,22
Ali Cumhur Yaka,Muğla,22
Ali Dinçer,Bursa,22
Ali Er,Mersin,22
Ali İbiş,İstanbul,22
Ali İhsan Merdanoğlu,Diyarbakır,22
Ali Kemal Deveciler,Balıkesir,22
Ali Kemal Kumkumoğlu,İstanbul,22
Ali Küçükaydın,Adana,22
Ali Öğüten,Karabük,22
Ali Oksal,Mersin,22
Ali Osman Başkurt,Malatya,22
Ali Osman Sali,Balıkesir,22
Ali Rıza Alaboyun,Aksaray,22
Ali Rıza Bodur,İzmir,22
Ali Rıza Gülçiçek,İstanbul,22
Ali Sezal,Kahramanmaraş,22
Ali Temür,Giresun,22
Ali Topuz,İstanbul,22
Ali Yüksel Kavuştu,Çorum,22
Alim Tunç,Uşak,22
Asım Aykan,Trabzon,22
Atila Emek,Antalya,22
Atilla Başoğlu,Adana,22
Atilla Kart,Konya,22
Atilla Koç,Aydın,22
Avni Doğan,Kahramanmaraş,22
Ayhan Sefer Üstün,Sakarya,22
Ayhan Zeynep Tekin Börü,Adana,22
Ayşe Gülsün Bilgehan,Ankara,22
Aziz Akgül,Diyarbakır,22
Azmi Ateş,İstanbul,22
Bayram Özçelik,Burdur,22
Bayramali Meral,Ankara,22
Bekir Bozdağ,Yozgat,22
Berhan Şimşek,İstanbul,22
Beşir Atalay,Ankara,22
Bihlun Tamaylıgil,İstanbul,22
Binali Yıldırım,İstanbul,22
Birgen Keleş,İstanbul,22
Bülent Arınç,Manisa,22
Bülent Baratalı,İzmir,22
Bülent Gedikli,Ankara,22
Bülent Hasan Tanla,İstanbul,22
Burhan Kılıç,Antalya,22
Burhan Kuzu,İstanbul,22
Cahit Can,Sinop,22
Canan Aritman,İzmir,22
Cavit Torun,Diyarbakır,22
Cemal Kaya,Ağrı,22
Cemal Uysal,Ordu,22
Cemal Yılmaz Demir,Samsun,22
Cemil Çiçek,Ankara,22
Cengiz Kaptanoğlu,İstanbul,22
Cevdet Erdöl,Trabzon,22
Cevdet Selvi,Eskişehir,22
Cüneyit Karabıyık,Van,22
Dengir Mir Mehmet Fırat,Mersin,22
Deniz Baykal,Antalya,22
Durdu Mehmet Kastal,Osmaniye,22
Dursun Akdemir,Iğdır,22
Edip Safder Gaydalı,Bitlis,22
Egemen Bağış,İstanbul,22
Ekrem Erdem,İstanbul,22
Emin Koç,Yozgat,22
Emin Şirin,İstanbul,22
Engin Altay,Sinop,22
Enis Tütüncü,Tekirdağ,22
Ensar Öğüt,Ardahan,22
Enver Öktem,İzmir,22
Enver Yılmaz,Ordu,22
Erdal Karademir,İzmir,22
Erdoğan Kaplan,Tekirdağ,22
Erdoğan Özegen,Niğde,22
Erkan Mumcu,Isparta,22
Erol Aslan Cebeci,Sakarya,22
Erol Tınastepe,Erzincan,22
Ersin Arıoğlu,İstanbul,22
Ersönmez Yarbay,Ankara,22
Ersoy Bulut,Mersin,22
Ertuğrul Yalçınbayır,Bursa,22
Esat Canan,Hakkâri,22
Eşref Erdem,Ankara,22
Eyüp Ayar,Kocaeli,22
Eyüp Fatsa,Ordu,22
Eyyüp Sanay,Ankara,22
Fahrettin Poyraz,Bilecik,22
Fahrettin Üstün,Muğla,22
Fahri Çakır,Düzce,22
Fahri Keskin,Eskişehir,22
Faruk Anbarcıoğlu,Bursa,22
Faruk Çelik,Bursa,22
Faruk Koca,Ankara,22
Faruk Nafiz Özak,Trabzon,22
Fatih Arıkan,Kahramanmaraş,22
Fatma Şahin,Gaziantep,22
Fazıl Karaman,İzmir,22
Fazlı Erdoğan,Zonguldak,22
Fehmi Hüsrev Kutlu,Adıyaman,22
Fehmi Öztunç,Hakkâri,22
Feramüz Şahin,Tokat,22
Feridun Ayvazoğlu,Çorum,22
Feridun Fikret Baloğlu,Antalya,22
Ferit Mevlüt Aslanoğlu,Malatya,22
Fetani Battal,Bayburt,22
Feyzi Berdibek,Bingöl,22
Fikret Badazlı,Antalya,22
Fikret Ünlü,Karaman,22
Fuat Çay,Hatay,22
Fuat Geçen,Hatay,22
Fuat Ölmeztoprak,Malatya,22
Gökhan Durgun,Hatay,22
Göksal Küçükali,İstanbul,22
Güldal Akşit,İstanbul,22
Güldal Alogan,İstanbul,22
Gülseren Topuz,İstanbul,22
Gürol Ergin,Muğla,22
Gürsoy Erol,İstanbul,22
Haci Biner,Van,22
Hacı İbrahim Kabarık,Bartın,22
Hacı Turan,Kırşehir,22
Hakan Taşcı,Manisa,22
Hakkı Akalın,İzmir,22
Hakkı Köylü,Kastamonu,22
Hakkı Ülkü,İzmir,22
Halide İncekara,İstanbul,22
Halil Akyüz,İstanbul,22
Halil Aydoğan,Afyonkarahisar,22
Halil İbrahim Yılmaz,Kütahya,22
Halil Kaya,Van,22
Halil Özyolcu,Ağrı,22
Halil Tiryaki,Kırıkkale,22
Halil Ünlütepe,Afyonkarahisar,22
Halil Ürün,Konya,22
Haluk İpek,Ankara,22
Hamit Taşcı,Ordu,22
Hamza Albayrak,Amasya,22
Hanefi Mahçiçek,Kahramanmaraş,22
Harun Akın,Zonguldak,22
Harun Tüfekci,Konya,22
Hasan Ali Çelik,Sakarya,22
Hasan Angı,Konya,22
Hasan Aydın,Giresun,22
Hasan Aydın,İstanbul,22
Hasan Bilir,Karabük,22
Hasan Fehmi Güneş,İstanbul,22
Hasan Fehmi Kinay,Kütahya,22
Hasan Güyüldar,Tunceli,22
Hasan Kara,Kilis,22
Hasan Murat Mercan,Eskişehir,22
Hasan Ören,Manisa,22
Hasan Özyer,Muğla,22
Hayati Yazıcı,İstanbul,22
Hikmet Özdemir,Çankırı,22
Hüseyin Bayındır,Kırşehir,22
Hüseyin Besli,İstanbul,22
Hüseyin Çelik,Van,22
Hüseyin Ekmekcioğlu,Antalya,22
Hüseyin Güler,Mersin,22
Hüseyin Kansu,İstanbul,22
Hüseyin Özcan,Mersin,22
Hüseyin Tanrıverdi,Manisa,22
Hüsnü Ordu,Kütahya,22
İbrahim Çakmak,Tokat,22
İbrahim Hakkı Aşkar,Afyonkarahisar,22
İbrahim Hakkı Birlik,Şırnak,22
İbrahim Köşdere,Çanakkale,22
İbrahim Özdoğan,Erzurum,22
İbrahim Reyhan Özal,İstanbul,22
İdris Naim Şahin,İstanbul,22
İdris Sami Tandoğdu,Ordu,22
İlhan Albayrak,İstanbul,22
İlyas Arslan,Yozgat,22
İlyas Çakır,Rize,22
İlyas Sezai Önder,Samsun,22
İnal Batu,Hatay,22
İnci Özdemir,İstanbul,22
İrfan Gündüz,İstanbul,22
İrfan Riza Yazıcıoğlu,Diyarbakır,22
İsmail Alptekin,Ankara,22
İsmail Bilen,Manisa,22
İsmail Değerli,Ankara,22
İsmail Ericekli,Çankırı,22
İsmail Katmerci,İzmir,22
İsmail Özay,Çanakkale,22
İsmail Özgün,Balıkesir,22
İsmail Soylu,Hatay,22
İsmet Atalay,İstanbul,22
İzzet Çetin,Kocaeli,22
Kazım Türkmen,Ordu,22
Kemal Demirel,Bursa,22
Kemal Derviş,İstanbul,22
Kemal Kılıçdaroğlu,İstanbul,22
Kemal Sağ,Adana,22
Kemal Unakıtan,İstanbul,22
Kemalettin Göktaş,Trabzon,22
Kenan Altun,Ardahan,22
Kerim Özkul,Konya,22
Kıvılcım Kemal Anadol,İzmir,22
Köksal Toptan,Zonguldak,22
Kürşad Tüzmen,Gaziantep,22
Lokman Ayva,İstanbul,22
Mahfuz Güler,Bingöl,22
Mahmut Durdu,Gaziantep,22
Mahmut Duyan,Mardin,22
Mahmut Göksu,Adıyaman,22
Mahmut Kaplan,Şanlıurfa,22
Mahmut Koçak,Afyonkarahisar,22
Mahmut Uğur Çetin,Niğde,22
Mahmut Yıldız,Şanlıurfa,22
Maliki Ejder Arvas,Van,22
Medeni Yılmaz,Muş,22
Mehmet Ağar,Elazığ,22
Mehmet Akif Hamzaçebi,Trabzon,22
Mehmet Ali Arıkan,Eskişehir,22
Mehmet Ali Bulut,Kahramanmaraş,22
Mehmet Ali Özpolat,İstanbul,22
Mehmet Ali Şahin,İstanbul,22
Mehmet Alp,Burdur,22
Mehmet Altan Karapaşaoğlu,Bursa,22
Mehmet Asım Kulak,Bartın,22
Mehmet Atilla Maraş,Şanlıurfa,22
Mehmet Aydın,İzmir,22
Mehmet Beşir Hamidi,Mardin,22
Mehmet Beyazıt Denizolgun,İstanbul,22
Mehmet Boztaş,Aydın,22
Mehmet Çerçi,Manisa,22
Mehmet Ceylan,Karabük,22
Mehmet Çiçek,Yozgat,22
Mehmet Daniş,Çanakkale,22
Mehmet Dülger,Antalya,22
Mehmet Elkatmış,Nevşehir,22
Mehmet Emin Murat Bilgiç,Isparta,22
Mehmet Emin Tutan,Bursa,22
Mehmet Eraslan,Hatay,22
Mehmet Erdemir,Yozgat,22
Mehmet Ergün Dağcıoğlu,Tokat,22
Mehmet Faruk Bayrak,Şanlıurfa,22
Mehmet Fehmi Uyanık,Diyarbakır,22
Mehmet Güner,Bolu,22
Mehmet Hilmi Güler,Ordu,22
Mehmet İhsan Arslan,Diyarbakır,22
Mehmet Işık,Giresun,22
Mehmet Kartal,Van,22
Mehmet Kerim Yıldız,Ağrı,22
Mehmet Kılıç,Konya,22
Mehmet Küçükaşık,Bursa,22
Mehmet Kurt,Samsun,22
Mehmet Mehdi Eker,Diyarbakır,22
Mehmet Melik Özmen,Ağrı,22
Mehmet Mesut Özakcan,Aydın,22
Mehmet Mustafa Açıkalın,İstanbul,22
Mehmet Necati Çetinkaya,Elazığ,22
Mehmet Nezir Nasıroğlu,Batman,22
Mehmet Nuri Saygun,Tekirdağ,22
Mehmet Özlek,Şanlıurfa,22
Mehmet Özyol,Adıyaman,22
Mehmet Parlakyiğit,Kahramanmaraş,22
Mehmet Sait Armağan,Isparta,22
Mehmet Salih Erdoğan,Denizli,22
Mehmet Sarı,Osmaniye,22
Mehmet Sarı,Gaziantep,22
Mehmet Sayım Tekelioğlu,İzmir,22
Mehmet Sefa Sirmen,Kocaeli,22
Mehmet Sekmen,İstanbul,22
Mehmet Semerci,Aydın,22
Mehmet Şerif Ertuğrul,Muş,22
Mehmet Sevigen,İstanbul,22
Mehmet Siyam Kesimoğlu,Kırklareli,22
Mehmet Soydan,Hatay,22
Mehmet Tatar,Şırnak,22
Mehmet Tomanbay,Ankara,22
Mehmet Ugur Neşşar,Denizli,22
Mehmet Vedat Melik,Şanlıurfa,22
Mehmet Vedat Yücesan,Eskişehir,22
Mehmet Yaşar Öztürk,Yozgat,22
Mehmet Yıldırım,Kastamonu,22
Mehmet Yılmazcan,Kahramanmaraş,22
Mehmet Yüksektepe,Denizli,22
Mehmet Zekai Özcan,Ankara,22
Mehmet Ziya Yergök,Adana,22
Memduh Hacıoğlu,İstanbul,22
Memet Ali Suçin,Batman,22
Mesut Değer,Diyarbakır,22
Metin Kaşıkoğlu,Düzce,22
Metin Yılmaz,Bolu,22
Mevlüt Akgün,Karaman,22
Mevlüt Çavuşoğlu,Antalya,22
Mevlüt Coşkuner,Isparta,22
Mikail Arslan,Kırşehir,22
Miraç Akdoğan,Malatya,22
Mücahit Daloğlu,Erzurum,22
Muharrem Candan,Konya,22
Muharrem Doğan,Mardin,22
Muharrem Eskiyapan,Kayseri,22
Muharrem İnce,Yalova,22
Muharrem Karslı,İstanbul,22
Muharrem Kılıç,Malatya,22
Muharrem Toprak,İzmir,22
Muharrem Tozçöken,Eskişehir,22
Muhsin Koçyiğit,Diyarbakır,22
Murat Başesgioğlu,İstanbul,22
Murat Yıldırım,Çorum,22
Murat Yılmazer,Kırıkkale,22
Musa Sıvacıoğlu,Kastamonu,22
Musa Uzunkaya,Samsun,22
Mustafa Ataş,İstanbul,22
Mustafa Baş,İstanbul,22
Mustafa Çakır,Samsun,22
Mustafa Cumur,Trabzon,22
Mustafa Demir,Samsun,22
Mustafa Dündar,Bursa,22
Mustafa Duru,Kayseri,22
Mustafa Elitaş,Kayseri,22
Mustafa Erdoğan Yetenç,Manisa,22
Mustafa Eyiceoğlu,Mersin,22
Mustafa Gazalcı,Denizli,22
Mustafa Ilıcalı,Erzurum,22
Mustafa Nuri Akbulut,Erzurum,22
Mustafa Öztürk,Sinop,22
Mustafa Özyürek,Mersin,22
Mustafa Özyurt,Bursa,22
Mustafa Said Yazıcıoğlu,Ankara,22
Mustafa Sayar,Amasya,22
Mustafa Şükrü Elekdağ,İstanbul,22
Mustafa Tuna,Ankara,22
Mustafa Ünaldı,Konya,22
Mustafa Yılmaz,Gaziantep,22
Mustafa Zeydan,Hakkâri,22
Muzaffer Baştopçu,Kocaeli,22
Muzaffer Gülyurt,Erzurum,22
Muzaffer Külcü,Çorum,22
Muzaffer Remzi Kurtulmuşoğlu,Ankara,22
Naci Aslan,Ağrı,22
Nadir Saraç,Zonguldak,22
Nail Kamacı,Antalya,22
Nazım Ekren,İstanbul,22
Necati Uzdil,Osmaniye,22
Necdet Budak,Edirne,22
Nejat Gencan,Edirne,22
Nevin Gaye Erbatur,Adana,22
Nevzat Doğan,Kocaeli,22
Nevzat Pakdil,Kahramanmaraş,22
Nevzat Yalçıntaş,İstanbul,22
Nezir Büyükcengiz,Konya,22
Nihat Ergün,Kocaeli,22
Nihat Eri,Mardin,22
Nimet Baş,İstanbul,22
Niyazi Özcan,Kayseri,22
Niyazi Pakyürek,Bursa,22
Nükhet Hotar,İzmir,22
Nur Doğan Topaloğlu,Ankara,22
Nurettin Aktaş,Gaziantep,22
Nurettin Canikli,Giresun,22
Nurettin Sözen,Sivas,22
Nuri Çilingir,Manisa,22
Nusret Bayraktar,İstanbul,22
Oğuz Oyan,İzmir,22
Ömer Abuşoğlu,Gaziantep,22
Ömer Çelik,Adana,22
Ömer İnan,Mersin,22
Ömer Kulaksız,Sivas,22
Ömer Özyılmaz,Erzurum,22
Ömer Zülfü Livaneli,İstanbul,22
Önder Sav,Ankara,22
Öner Ergenç,Siirt,22
Öner Gülyeşil,Siirt,22
Onur Öymen,İstanbul,22
Orhan Eraslan,Niğde,22
Orhan Erdem,Konya,22
Orhan Seyfi Terzibaşıoğlu,Muğla,22
Orhan Sür,Balıkesir,22
Orhan Taş,Sivas,22
